PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,TicketNumber,HasPrefix,TicketLength,TicketIsLine
849,0,2,0,28.0,0,1,33.0,0.0,248727,0,6,0
850,1,1,1,,1,0,89.1042,1.0,17453,0,5,0
851,0,3,0,4.0,4,2,31.275,0.0,347082,0,6,0
852,0,3,0,74.0,0,0,7.775,0.0,347060,0,6,0
853,0,3,1,9.0,1,1,15.2458,1.0,2678,0,4,0
854,1,1,1,16.0,0,1,39.4,0.0,17592,1,5,0
855,0,2,1,44.0,1,0,26.0,0.0,244252,0,6,0
856,1,3,1,18.0,0,1,9.35,0.0,392091,0,6,0
857,1,1,1,45.0,1,1,164.8667,0.0,36928,0,5,0
858,1,1,0,51.0,0,0,26.55,0.0,113055,0,6,0
859,1,3,1,24.0,0,3,19.2583,1.0,2666,0,4,0
860,0,3,0,,0,0,7.2292,1.0,2629,0,4,0
861,0,3,0,41.0,2,0,14.1083,0.0,350026,0,6,0
862,0,2,0,21.0,1,0,11.5,0.0,28134,0,5,0
863,1,1,1,48.0,0,0,25.9292,0.0,17466,0,5,0
864,0,3,1,,8,2,69.55,0.0,2343,1,4,0
865,0,2,0,24.0,0,0,13.0,0.0,233866,0,6,0
866,1,2,1,42.0,0,0,13.0,0.0,236852,0,6,0
867,1,2,1,27.0,1,0,13.8583,1.0,2149,1,4,0
868,0,1,0,31.0,0,0,50.4958,0.0,17590,1,5,0
869,0,3,0,,0,0,9.5,0.0,345777,0,6,0
870,1,3,0,4.0,1,1,11.1333,0.0,347742,0,6,0
871,0,3,0,26.0,0,0,7.8958,0.0,349248,0,6,0
872,1,1,1,47.0,1,1,52.5542,0.0,11751,0,5,0
873,0,1,0,33.0,0,0,5.0,0.0,695,0,3,0
874,0,3,0,47.0,0,0,9.0,0.0,345765,0,6,0
875,1,2,1,28.0,1,0,24.0,1.0,3381,1,4,0
876,1,3,1,15.0,0,0,7.225,1.0,2667,0,4,0
877,0,3,0,20.0,0,0,9.8458,0.0,7534,0,4,0
878,0,3,0,19.0,0,0,7.8958,0.0,349212,0,6,0
879,0,3,0,,0,0,7.8958,0.0,349217,0,6,0
880,1,1,1,56.0,0,1,83.1583,1.0,11767,0,5,0
881,1,2,1,25.0,0,1,26.0,0.0,230433,0,6,0
882,0,3,0,33.0,0,0,7.8958,0.0,349257,0,6,0
883,0,3,1,22.0,0,0,10.5167,0.0,7552,0,4,0
884,0,2,0,28.0,0,0,10.5,0.0,34068,1,5,0
885,0,3,0,25.0,0,0,7.05,0.0,392076,1,6,0
886,0,3,1,39.0,0,5,29.125,2.0,382652,0,6,0
887,0,2,0,27.0,0,0,13.0,0.0,211536,0,6,0
888,1,1,1,19.0,0,0,30.0,0.0,112053,0,6,0
889,0,3,1,,1,2,23.45,0.0,6607,1,4,0
890,1,1,0,26.0,0,0,30.0,1.0,111369,0,6,0
891,0,3,0,32.0,0,0,7.75,2.0,370376,0,6,0
